participant_id,system,block_id,mean_TP,std_TP,error_rate,wrong_click_rate,spurious_click_rate,mean_path_efficiency,mean_re_entry,mean_reversals
participant_01,old_emg,2,3.4666,1.4207,0.05,0.05,0.0,0.8428,0.1,0.95
